#,Name,MLBAMID,RazzballID,FangraphsID,NFBCID,Team,ESPN_POS,YAHOO_POS
6243,Ryan Boldt,624416,624416,sa738262,,FA,OF,OF
6244,Ryan Borucki,621366,621366,16350,9960,PIT,SP,SP
6245,Ryan Boyer,801682,801682,sa3018151,,TOR,RP,RP
6246,Ryan Brady,676433,676433,sa3020313,,MIL,RP,RP
6247,Ryan Brasier,518489,5615,5615,8481,LAD,RP,RP
6248,Ryan Buchter,488748,9456,9456,,FA,RP,RP
6249,Ryan Burr,621114,621114,17536,,TB,RP,RP
6250,Ryan Burrowes,802018,802018,sa3018619,,CHW,SS,SS
6251,Ryan Cardona,701318,701318,sa3017470,,CIN,SP,SP
6252,Ryan Carpenter,543001,543001,12699,,FA,SP,SP
6253,Ryan Casteel,592205,10869,sa549286,,ATL,C,C
6254,Ryan Castellani,624418,624418,16377,,FA,RP,RP
6255,Ryan Castillo,801462,801462,sa3019098,,CHW,3B,3B
6256,Ryan Cermak,688714,688714,sa3020204,,TB,OF,OF
6257,Ryan Chasse,805989,805989,sa3020266,,TOR,SP,SP
6258,Ryan Clifford,691775,691775,sa3020126,,NYM,OF,OF
6259,Ryan Conroy,681795,681795,sa3007906,,FA,RP,RP
6260,Ryan Cordell,641477,15181,15181,9490,FA,OF,OF
6261,Ryan Costeiu,695065,695065,sa3017260,,LAA,SP,SP
6262,Ryan Cusick,680743,680743,sa3017385,,OAK,SP,SP
6263,Ryan Dorow,676900,676900,23559,11265,TEX,SS,SS
6264,Ryan Feltner,663372,663372,21446,11282,COL,SP,SP
6265,Ryan Fernandez,681676,681676,sa3007996,,BOS,RP,RP
6266,Ryan Fitzgerald,680837,680837,sa3006218,,BOS,SS,SS
6267,Ryan Galanie,814436,814436,sa3022759,,CHW,1B,1B
6268,Ryan Garcia,674114,674114,sa3011190,,TEX,SP,SP
6269,Ryan Goins,572365,9807,9807,,KC,3B,SS/3B/ OF
6270,Ryan Gold,670394,670394,sa918639,,TEX,C,C
6271,Ryan Grotjohn,676639,676639,sa3003964,,FA,2B,2B
6272,Ryan Gusto,687473,687473,sa3011818,,HOU,SP,SP
6273,Ryan Hartman,670057,670057,19480,,FA,RP,RP
6274,Ryan Harvey,687308,687308,sa3021724,,NYY,SP,SP
6275,Ryan Helsley,664854,664854,18138,10321,STL,RP,RP
6276,Ryan Hendrix,641682,641682,19535,10750,FA,RP,RP
6277,Ryan Higgins,696287,696287,sa3017220,,BAL,OF,OF
6278,Ryan Holgate,677339,677339,sa3016998,,FA,OF,OF
6279,Ryan Howard,664031,664031,sa857225,,FA,SS,SS
6280,Ryan January,663528,663528,sa918104,,FA,C,C
6281,Ryan Jeffers,680777,680777,24618,10946,MIN,C,C
6282,Ryan Jennings,688214,688214,sa3020634,,TOR,SP,SP
6283,Ryan Jensen,686754,686754,sa3011496,,SEA,SP,SP
6284,Ryan Johnson,802459,802459,sa3022569,,HOU,2B,2B
6285,Ryan Kreidler,668952,668952,25867,11324,DET,SS,SS/3B
6286,Ryan LaMarre,534606,10700,10700,9131,MIN,OF,OF
6287,Ryan Langford,679622,679622,sa3020880,,LAA,RP,RP
6288,Ryan Lasko,805782,805782,,,OAK,,
6289,Ryan Lavarnway,543432,8879,8879,,FA,C,C
6290,Ryan Leitch,683318,683318,sa3019943,,PHI,C,C
6291,Ryan Long,702465,702465,sa3017616,,BAL,SP,SP
6292,Ryan Loutos,702795,702795,sa3016850,,STL,RP,RP
6293,Ryan McBroom,643436,643436,16524,,FA,OF,OF
6294,Ryan McCarthy,804884,804884,sa3022264,,CHW,OF,OF
6295,Ryan McCarty,806005,806005,sa3020244,,TOR,3B,3B
6296,Ryan McKenna,663630,663630,19928,10731,BAL,OF,OF
6297,Ryan McMahon,641857,15112,15112,9726,COL,2B/3B,2B/3B
6298,Ryan Meisinger,664682,664682,18105,,CIN,RP,RP
6299,Ryan Middendorf,805437,805437,sa3019506,,MIL,RP,RP
6300,Ryan Miller,668943,668943,sa3008035,,BOS,RP,RP
6301,Ryan Mountcastle,663624,663624,18373,9977,BAL,1B,1B
6302,Ryan Murphy,694885,694885,sa3014871,,SF,SP,SP
6303,Ryan Noda,676116,676116,23312,10322,OAK,1B,1B
6304,Ryan Nutof,657246,657246,sa915630,,CIN,RP,RP
6305,Ryan O’Hearn,656811,656811,16442,9824,BAL,1B/OF,1B/OF
6306,Ryan Olson,624514,624514,sa918258,,CIN,RP,RP
6307,Ryan Pepiot,686752,686752,26221,11059,LAD,SP,SP
6308,Ryan Pressly,519151,7005,7005,8452,HOU,RP,RP
6309,Ryan Reckley,703144,703144,,,SF,,
6310,Ryan Ripken,623222,623222,sa658502,,FA,1B,1B
6311,Ryan Ritter,690022,690022,sa3020206,,COL,SS,SS
6312,Ryan Rolison,669020,669020,sa3008244,10323,COL,SP,SP
6313,Ryan Sherriff,595411,595411,12249,9737,FA,RP,RP
6314,Ryan Shreve,662914,662914,sa3010555,,STL,RP,RP
6315,Ryan Smith,686768,686768,sa1159711,,FA,RP,RP
6316,Ryan Spikes,691797,691797,sa3017792,,TB,2B,2B
6317,Ryan Tepera,572193,10291,10291,9038,FA,RP,RP
6318,Ryan Thompson,657044,657044,16647,10960,ARI,RP,RP
6319,Ryan Vilade,668723,668723,22165,10324,PIT,OF,OF
6320,Ryan Walker,676254,676254,20423,11794,SF,RP,RP
6321,Ryan Ward,669899,669899,sa1169792,,LAD,OF,OF
6322,Ryan Watson,670245,670245,sa3015070,,BAL,SP,SP
6323,Ryan Weathers,677960,677960,23796,10325,MIA,SP,SP
6324,Ryan Webb,669067,669067,sa3018280,,CLE,SP,SP
6325,Ryan Weber,543901,10160,10160,9162,NYY,RP,RP
6326,Ryan Weiss,680802,680802,sa3007778,,FA,RP,RP
6327,Ryan Wrobleski,696141,696141,sa3020239,,HOU,C,C
6328,Ryan Yarbrough,642232,642232,16502,9807,LAD,SP,SP
6329,Ryan Yeager,694271,694271,sa3019840,,SL,1B,1B
6330,Ryan Zeferjahn,666171,666171,sa3011217,,BOS,SP,SP
6331,Ryan Zimmerman,475582,4220,4220,,FA,1B,1B
6332,Ryder Green,680685,680685,sa3007875,,FA,OF,OF
6333,Ryder Jones,624507,15982,15982,,ATL,3b,3b
6334,Ryder Ryan,656924,656924,19891,11837,SEA,RP,RP
6335,Rylan Bannon,676625,676625,19768,11132,HOU,3B,3B
6336,Ryley Gilliam,663894,663894,sa3008225,11012,NYM,RP,RP
6337,Ryne Harper,607560,607560,12680,,FA,RP,RP
6338,Ryne Nelson,669194,669194,26253,11326,ARI,SP,SP
6339,Ryne Stanek,592773,15947,15947,9519,HOU,RP,RP
6340,Sabin Ceballos,694754,694754,,,ATL,,
6341,Sadrac Franco,677614,677614,sa3005073,,LAA,RP,RP
6342,Sahid Valenzuela,684541,684541,sa3014882,,OAK,2B,2B
6343,Sal Frelick,686217,686217,29622,11581,MIL,OF,OF
6344,Sal Romano,607219,13690,13690,9256,FA,RP,RP
6345,Sal Stewart,701398,701398,sa3020130,,CIN,3B,3B
6346,Salvador Perez,521692,7304,7304,8134,KC,C/1B,C/1B
6347,Sam Bachman,696147,696147,29754,11796,LAA,RP,RP
6348,Sam Carlson,672277,672277,sa3005015,,SEA,SP,SP
6349,Sam Clay,621348,621348,16279,,DET,RP,RP
6350,Sam Coonrod,656322,17264,17264,10479,NYM,RP,RP
6351,Sam Delaplane,676845,676845,sa3004222,10816,SF,RP,RP
6352,Sam Freeman,518693,6832,6832,8308,FA,RP,RP
6353,Sam Gaviglio,543208,543208,12778,,FA,RP,RP
6354,Sam Haggerty,664059,664059,18054,10683,SEA,OF,OF
6355,Sam Hentges,656529,656529,18548,10326,CLE,RP,RP
6356,Sam Hilliard,656541,656541,17954,10457,ATL,OF,OF
6357,Sam Howard,607572,607572,16265,,FA,RP,RP
6358,Sam Huff,669087,669087,22209,10826,TEX,C,C
6359,Sam Long,669674,669674,25379,11220,OAK,RP,RP
6360,Sam McWilliams,656726,656726,sa829124,,CIN,SP,SP
6361,Sam McWilliams,681955,681955,sa3008053,,LAD,2B,2B
6362,Sam Moll,594580,14874,14874,9498,CIN,RP,RP
6363,Sam Selman,572125,572125,13397,,FA,RP,RP
6364,Sam Travis,607752,16263,16263,,FA,1B,1B/OF
6365,Sam Weatherly,676333,676333,sa3014455,,COL,SP,SP
6366,Sam Wolff,572406,572406,sa503437,,FA,RP,RP
6367,Samad Taylor,669392,669392,22274,11640,KC,2B/OF,2B/OF
6368,Samil Dishmey,808120,808120,sa3021841,,LAA,OF,OF
6369,Samil Polanco,681177,681177,sa3006676,,FA,SS,SS
6370,Samir Chires,698968,698968,sa3016254,,SF,SP,SP
6371,Samir Duenez,642279,642279,sa739574,9545,FA,1B,1B
6372,Sammy Peralta,671111,671111,25589,,CHW,RP,RP
6373,Sammy Siani,686445,686445,sa3010704,,PIT,OF,OF
6374,Sammy Stafura,806230,806230,,,CIN,,
6375,Samuel Aldegheri,691951,691951,sa3015152,,PHI,SP,SP
6376,Samuel Basallo,694212,694212,sa3015716,,BAL,C,C
6377,Samuel Capellan,800290,800290,sa3018500,,HOU,2B,2B
6378,Samuel Colmenares,807973,807973,sa3021762,,TOR,SP,SP
6379,Samuel Escudero,699167,699167,sa3015807,,PIT,C,C
6380,Samuel Fabian,699022,699022,sa3016711,,STL,RP,RP
6381,Samuel Gil,800510,800510,sa3018963,,DET,SS,SS
6382,Samuel Hernandez,803679,803679,sa3020141,,SL,C,C
6383,Samuel Infante,692221,692221,sa3014717,,WSH,2B,2B
6384,Samuel Infante,2022692221,2022692221,,,WSH,,
6385,Samuel Mejia,692410,692410,sa3016475,,TB,RP,RP
6386,Samuel Mongelli,815044,815044,sa3022511,,LAD,2B,2B
6387,Samuel Munoz,703153,703153,sa3018407,,LAD,OF,OF
6388,Samuel Parra,691420,691420,sa3016086,,CLE,OF,OF
6389,Samuel Praytor,671217,671217,sa3017151,,MIA,C,C
6390,Samuel Reyes,672795,672795,sa3003036,,CHC,RP,RP
6391,Samuel Rodriguez,698971,698971,sa3015758,,SF,2B,2B
6392,Samuel Rojas,691446,691446,sa3016088,,DET,C,C
6393,Samuel Strickland,694436,694436,sa3017139,,ATL,SP,SP
6394,Samuel Valerio,682936,682936,sa3009220,,KC,RP,RP
6395,Samuel Zavala,694214,694214,sa3015718,,SD,OF,OF
6396,Sander Mora,677623,677623,sa3006578,,FA,SS,SS
6397,Sandro Fabian,660758,660758,sa872803,,TEX,OF,OF
6398,Sandro Gaston,801228,801228,sa3018598,,HOU,C,C
6399,Sandro Pereira,808014,808014,sa3021140,,HOU,2B,2B
6400,Sandry Hernandez,692587,692587,sa3015649,,COL,OF,OF
6401,Sandy Alcantara,645261,645261,18684,9754,MIA,SP,SP
6402,Sandy Gaston,682624,682624,sa3011136,,TB,RP,RP
6403,Sandy Leon,506702,5273,5273,8285,CLE,C,C
6404,Sandy Ruiz,808709,808709,sa3021640,,KC,3B,3B
6405,Sanson Faltine,683104,683104,sa3020118,,CIN,SS,SS
6406,Santiago Chavez,622700,622700,sa657706,9334,MIA,C,C
6407,Santiago Contreras,808493,808493,sa3021272,,SD,C,C
6408,Santiago Espinal,669289,669289,19997,10781,TOR,2B,2B/3B
6409,Santiago Gomez,801726,801726,sa3018616,,NYY,SS,SS
6410,Santiago Millan,692424,692424,sa3015628,,TB,OF,OF
6411,Santiago Peraza,808071,808071,sa3021002,,CLE,RP,RP
6412,Santiago Pinto,808392,808392,sa3021265,,DET,OF,OF
6413,Santiago Suarez,800571,800571,sa3019386,,TB,RP,RP
6414,Santiago Torres,691909,691909,sa3016307,,PHI,OF,OF
6415,Saul Bautista,698951,698951,sa3015750,,SF,OF,OF
6416,Saul Garza,676941,676941,sa3015225,,KC,1B,1B
6417,Saul Gonzalez,682015,682015,sa3008360,,CHC,SP,SP
6418,Saul Sanchez,808335,808335,sa3021786,,MIL,RP,RP
6419,Saul Teran,699703,699703,sa3018296,,PHI,RP,RP
6420,Saul Torres,670922,670922,sa923363,,FA,C,C
6421,Sauryn Lao,666659,666659,sa917331,,LAD,3B,3B
6422,Sawyer Gipson-Long,687830,687830,26048,,DET,SP,SP
6423,Scott Alexander,518397,10591,10591,9149,SF,RP,RP
6424,Scott Bandura,814154,814154,sa3022699,,SF,OF,OF
6425,Scott Barlow,605130,605130,14993,9923,SD,RP,RP
6426,Scott Blewett,656240,656240,16427,,FA,RP,RP
6427,Scott Effross,664123,664123,18384,11273,NYY,RP,RP
6428,Scott Engler,670081,670081,sa918353,,TEX,RP,RP
6429,Scott Heineman,595981,595981,14453,,SEA,OF,OF
6430,Scott Hurst,656568,656568,20501,10557,FA,OF,OF
6431,Scott Kapers,663727,663727,sa3007013,,TEX,C,C
6432,Scott Kazmir,431148,4897,4897,,FA,SP,SP
6433,Scott Kingery,664068,664068,17975,9777,PHI,OF,2B/SS/ 3B/OF
6434,Scott Kobos,677040,677040,sa3014856,,CHC,RP,RP
6435,Scott Manea,657672,657672,sa829837,,FA,C,C
6436,Scott McGough,543518,12056,12056,9130,ARI,RP,RP
6437,Scott McKeon,685096,685096,sa3014826,,CHC,SS,SS
6438,Scott Moss,641900,641900,sa738902,,FA,SP,SP
6439,Scott Oberg,623184,13911,13911,9005,FA,RP,RP
6440,Scott Ota,679295,679295,sa1169866,,FA,OF,OF
6441,Scott Randall,695246,695246,sa3017752,,PIT,SP,SP
6442,Scott Schebler,594988,12225,12225,,FA,OF,OF
6443,Scott Schreiber,676073,676073,sa3007637,,FA,OF,OF
6444,Seamus Curran,664752,664752,sa875212,,FA,1B,1B
6445,Sean Bouchard,656248,656248,21270,11497,COL,OF,OF
6446,Sean Boyle,682044,682044,sa3007618,,NYY,SP,SP
6447,Sean Burke,680732,680732,sa3017461,11755,CHW,SP,SP
6448,Sean Doolittle,448281,1581,1581,7519,WSH,RP,RP
6449,Sean Gilmartin,543219,12781,12781,,FA,RP,RP
6450,Sean Guenther,674944,674944,20045,11251,DET,RP,RP
6451,Sean Guilbe,680883,680883,sa3008185,,FA,3B,3B
6452,Sean Harney,686184,686184,sa3020472,,TB,SP,SP
6453,Sean Hermann,702314,702314,sa3019429,,NYY,SP,SP
6454,Sean Hjelle,663546,663546,21481,10791,SF,RP,RP
6455,Sean Hunley,695038,695038,sa3017316,,TB,RP,RP
6456,Sean Kazmar Jr.,453527,453527,7349,,FA,1B,1B
6457,Sean Kealey,701677,701677,sa3015134,,STL,RP,RP
6458,Sean Manaea,640455,15873,15873,8666,SF,SP,SP
6459,Sean McLain,683169,683169,,,LAD,,
6460,Sean Mellen,673920,673920,sa3011865,,TOR,RP,RP
6461,Sean Mooney,668855,668855,sa3014913,,MIN,SP,SP
6462,Sean Mullen,680863,680863,sa3017843,,TB,RP,RP
6463,Sean Murphy,669221,669221,19352,10327,ATL,C,C
6464,Sean Newcomb,656794,16943,16943,8947,OAK,RP,RP
6465,Sean Nolin,543594,11341,11341,8497,MIA,RP,RP
6466,Sean Poppen,664092,664092,19583,10637,SD,RP,RP
6467,Sean Reid-Foley,656887,656887,17034,10074,NYM,RP,RP
6468,Sean Reynolds,669308,669308,sa917966,,SD,RP,RP
6469,Sean Roby,681852,681852,sa3007788,,SF,3B,3B
6470,Sean Sullivan,807743,807743,,,COL,P,P
6471,Sean Sullivan,696155,696155,sa3018185,,PIT,SP,SP
6472,Seaver Whalen,642198,642198,sa3003939,,FA,3B,3B
6473,Sebastian Bautista,692597,692597,sa3016127,,FA,OF,OF
6474,Sebastian Burciaga,683489,683489,sa3009545,,FA,2B,2B
6475,Sebastian Cadiz,808126,808126,sa3021602,,CLE,C,C
6476,Sebastian Castro,699315,699315,sa3015832,,NYM,OF,OF
6477,Sebastian Castro,693766,693766,sa3016318,,WSH,2B,2B
6478,Sebastian De Andrade,808143,808143,sa3021842,,SEA,C,C
6479,Sebastian De Los Santos,808151,808151,sa3021604,,BAL,2B,2B
6480,Sebastian Espino,672823,672823,sa3003347,,TOR,SS,SS
6481,Sebastian Javier,699079,699079,sa3016606,,TB,SP,SP
6482,Sebastian Keane,687187,687187,sa3020953,,NYY,RP,RP
6483,Sebastian Rivero,665861,665861,21735,,CHW,C,C
6484,Sebastian Walcott,806964,806964,,,TEX,,
6485,Seby Zavala,664874,664874,18887,9985,ARI,C,C
6486,Seiya Suzuki,673548,673548,30116,11305,CHC,OF,OF
6487,Sem Robberse,691828,691828,sa3011735,,STL,SP,SP
6488,Serafino Brito,687444,687444,sa3010312,,OAK,RP,RP
6489,Seranthony Dominguez,622554,622554,19249,9838,PHI,RP,RP
6490,Sergio Alcantara,642727,642727,16417,9889,CHC,2B/SS/ 3B,2B/SS/ 3B
6491,Sergio Campana,682656,682656,sa3009834,,PIT,OF,OF
6492,Sergio Morillo,677124,677124,sa3005196,,CLE,RP,RP
6493,Sergio Romo,489265,9817,9817,,FA,RP,RP
6494,Sergio Tapia,685337,685337,sa3009763,,DET,C,C
6495,Seth Beer,666179,666179,20493,10328,ARI,DH,1B
6496,Seth Blair,518464,518464,sa526934,,FA,RP,RP
6497,Seth Brown,664913,664913,18171,10677,OAK,1B/OF,1B/OF
6498,Seth Clark,806095,806095,sa3020630,,TEX,RP,RP
6499,Seth Corry,671288,671288,sa3004648,10789,SF,SP,SP
6500,Seth Elledge,676220,676220,19766,10888,ATL,RP,RP
6501,Seth Frankoff,571676,571676,11346,,FA,SP,SP
6502,Seth Gray,680799,680799,sa1115752,,MIN,3B,3B
6503,Seth Johnson,686751,686751,sa3011342,11141,BAL,SP,SP
6504,Seth Keener,803143,803143,,,CHW,P,P
6505,Seth Keller,702605,702605,sa3020397,,ATL,SP,SP
6506,Seth Lonsway,675920,675920,sa3017857,,SF,RP,RP
6507,Seth Lugo,607625,12447,12447,9312,SD,SP,SP
6508,Seth Martinez,661527,661527,21045,11293,HOU,RP,RP
6509,Seth Mayberry,682255,682255,sa3010244,,SD,RP,RP
6510,Seth Mejias-Brean,623180,623180,13905,,FA,3b,3b
6511,Seth Nordlin,676699,676699,sa3004215,,TEX,SP,SP
6512,Seth Romero,656913,656913,21333,,FA,RP,RP
6513,Seth Stephenson,700931,700931,sa3020495,,DET,OF,OF
6514,Seuly Matias,665890,665890,sa917039,10330,KC,OF,OF
6515,Shalin Polanco,694186,694186,sa3015699,,PIT,OF,OF
6516,Shane Baz,669358,669358,22264,10331,TB,SP,SP
6517,Shane Bieber,669456,669456,19427,10038,CLE,SP,SP
6518,Shane Carle,641438,15258,15258,,FA,RP,RP
6519,Shane Davis,689464,689464,sa3015007,,BAL,SP,SP
6520,Shane Drohan,675660,675660,sa3014447,,BOS,SP,SP
6521,Shane Gray,804904,804904,sa3020662,,NYY,RP,RP
6522,Shane Greene,572888,10756,10756,8754,CHC,RP,RP
6523,Shane Matheny,676847,676847,sa3004780,,SF,3B,3B
6524,Shane McClanahan,663556,663556,21483,10332,TB,SP,SP
6525,Shane McGuire,676063,676063,sa3017284,,OAK,C,C
6526,Shane Muntz,675992,675992,sa3016954,,FA,1B,1B
6527,Shane Panzini,695556,695556,sa3018257,,KC,SP,SP
6528,Shane Sasaki,687071,687071,sa3011754,,TB,OF,OF
6529,Shane Selman,682252,682252,sa1115804,,FA,OF,OF
6530,Shaun Anderson,641312,641312,19453,,PHI,RP,RP
6531,Shawn Armstrong,542888,12857,12857,9123,TB,RP,RP
6532,Shawn Dubin,681869,681869,24977,11002,HOU,RP,RP
6533,Shawn Goosenberg,700361,700361,sa3017116,,CHW,2B,2B
6534,Shawn Morimando,596049,13606,13606,,FA,RP,RP
6535,Shawn Ross,676566,676566,sa3020951,,PIT,C,C
6536,Shawn Semple,676111,676111,sa3004661,,SEA,SP,SP
6537,Shay Schanaman,681212,681212,sa3022933,,ATL,RP,RP
6538,Shay Whitcomb,694376,694376,sa3014948,,HOU,SS,SS
6539,Shayne Fontana,687833,687833,sa3010897,,BAL,OF,OF
6540,Shea Langeliers,669127,669127,25816,10845,OAK,C,C
6541,Shea Spitzbarth,665661,665661,18475,,FA,RP,RP
6542,Shed Long Jr.,643418,643418,16542,,FA,OF,2B/OF
6543,Shelby Miller,571946,10197,10197,7683,LAD,RP,RP
6544,Sheldon Neuse,641914,641914,19635,,FA,2B/3B,1B/2B/ 3B
6545,Sheldon Reed,663477,663477,sa3017382,,CHC,RP,RP
6546,Sheng-En Lin,806823,806823,,,CIN,P,P
6547,Sheng-Ping Chen,691283,691283,sa3014837,,ARI,SS,SS
6548,Sherten Apostel,665947,665947,21794,,FA,1B,1B
6549,Shervyen Newton,665989,665989,sa917119,,KC,SS,SS
6550,Shin-Soo Choo,425783,3174,3174,4270,FA,OF,OF
6551,Shintaro Fujinami,660261,660261,31839,11631,BAL,RP,RP
6552,Shogo Akiyama,673451,673451,27461,,FA,OF,OF
6553,Shohei Ohtani,660271,6602710,19755,9810,LAA,DH,DH
6554,Shohei Ohtani,660271,660271,19755,98100,LAA,SP,SP
6555,Shohei Tomioka,693388,693388,sa3014808,,OAK,RP,RP
6556,Shun Yamaguchi,685493,685493,27460,,FA,RP,RP
6557,Silas Ardoin,686976,686976,sa3019976,,BAL,C,C
6558,Silvino Bracho,611093,15051,15051,9140,CIN,RP,RP
6559,Simeon Woods Richardson,680573,680573,24494,10335,MIN,SP,SP
6560,Simon Juan,703159,703159,sa3018412,,NYM,OF,OF
6561,Simon Muzziotti,665922,665922,19553,11170,PHI,OF,OF
6562,Simon Reid,805995,805995,sa3020284,,LAD,C,C
6563,Simon Whiteman,687626,687626,sa1169809,,FA,SS,SS
6564,Sixto Sanchez,664350,664350,19680,10336,MIA,SP,SP
6565,Skeiling Rodriguez,678682,678682,sa3005542,,FA,OF,OF
6566,Skye Bolt,621450,621450,17723,,MIL,OF,OF
6567,Skylar Arias,670404,670404,sa918539,,BOS,RP,RP
6568,Skyler Messinger,676038,676038,sa3019963,,COL,3B,3B
6569,Slade Cecconi,677944,677944,27500,11836,ARI,SP,SP
6570,Smarlin Espinal,808231,808231,sa3021206,,MIL,OF,OF
6571,Smith Vargas,684220,684220,sa3008928,,SL,OF,OF
6572,Snarlyn Evangelista,808358,808358,sa3021013,,TEX,RP,RP
6573,Socrates Brito,593647,12944,12944,,FA,OF,OF
6574,Solardo Rodriguez,699694,699694,sa3015836,,FA,C,C
6575,Sonny Gray,543243,12768,12768,8546,MIN,SP,SP
6576,Spencer Arrighetti,681293,681293,sa3017537,,HOU,SP,SP
6577,Spencer Bivens,702352,702352,sa3018251,,SF,RP,RP
6578,Spencer Brown,689571,689571,sa3010724,,FA,3B,3B
6579,Spencer Griffin,669121,669121,sa3005063,,FA,OF,OF
6580,Spencer Henson,687136,687136,sa3010887,,NYY,1B,1B
6581,Spencer Horwitz,687462,687462,26477,11434,TOR,OF,OF
6582,Spencer Howard,675921,675921,23252,10337,FA,RP,RP
6583,Spencer Jones,682987,682987,sa3019969,,NYY,OF,OF
6584,Spencer Miles,693686,693686,,,SF,P,P
6585,Spencer Nivens,811289,811289,sa3022697,,KC,OF,OF
6586,Spencer Packard,689070,689070,sa3016803,,SEA,OF,OF
6587,Spencer Patton,607359,12361,12361,8915,OAK,RP,RP
6588,Spencer Schwellenbach,680885,680885,sa3020703,,ATL,SP,SP
6589,Spencer Steer,668715,668715,26323,11556,CIN,1B/2B/ 3B/OF,1B/2B/ 3B/OF
6590,Spencer Stockton,691526,691526,sa3011500,,CIN,SP,SP
6591,Spencer Strider,675911,675911,27498,11300,ATL,SP,SP
6592,Spencer Torkelson,679529,679529,27465,10831,DET,1B,1B
6593,Spencer Turnbull,605513,605513,16207,9893,DET,SP,SP
6594,Spenser Watkins,657093,657093,17489,10547,OAK,SP,SP
6595,Stanley Consuegra,681679,681679,sa3005628,,NYM,OF,OF
6596,Starlin Aguilar,694223,694223,,,SEA,3B,3B
6597,Starlin Castro,516770,4579,4579,7772,FA,3B,3B
6598,Starlin Gill,678317,678317,sa3008737,,LAA,3B,3B
6599,Starlin Mateo,691544,691544,sa3011580,,FA,OF,OF
6600,Starling Marte,516782,9241,9241,7736,NYM,OF,OF
6601,Starlyn Castillo,682623,682623,sa3011608,,PHI,SP,SP
6602,Steele Walker,667727,667727,22093,,FA,OF,OF
6603,Stefan Crichton,592233,592233,16058,9647,FA,RP,RP
6604,Stefan Raeth,806288,806288,sa3020487,,SEA,RP,RP
6605,Stephen Gonsalves,624427,624427,15492,,CHC,RP,RP
6606,Stephen Jones,682240,682240,sa3009935,,COL,RP,RP
6607,Stephen Kolek,663568,663568,sa3007990,,SEA,SP,SP
6608,Stephen Nogosek,668665,668665,19545,10636,ARI,RP,RP
6609,Stephen Paolini,688500,688500,sa3010720,,ATL,OF,OF
6610,Stephen Piscotty,572039,13367,13367,8713,FA,OF,OF
6611,Stephen Ridings,670050,670050,22358,11254,NYM,RP,RP
6612,Stephen Scott,679663,679663,sa3011469,,BOS,OF,OF
6613,Stephen Strasburg,544931,10131,10131,7668,WSH,SP,SP
6614,Stephen Tarpley,605501,605501,15859,,FA,RP,RP
6615,Stephen Vogt,519390,5000,5000,,FA,DH,C/1B
6616,Stephen Woods Jr.,642225,642225,sa737853,,FA,RP,RP
6617,Stephen Wrenn,642227,642227,sa738419,,FA,OF,OF
6618,Sterlin Thompson,694514,694514,sa3019999,,COL,3B,3B
6619,Sterling Sharp,643532,643532,19671,,BOS,RP,RP
6620,Steve Cishek,518553,6483,6483,,FA,RP,RP
6621,Steve Hajjar,680727,680727,sa3018177,,CLE,SP,SP
6622,Steven Cespedes,699320,699320,sa3016182,,FA,C,C
6623,Steven Cruz,674444,674444,23165,11852,KC,SP,SP
6624,Steven Duggar,621453,621453,17719,9947,LAD,OF,OF
6625,Steven Echavarria,806064,806064,,,OAK,P,P
6626,Steven Fuentes,651002,651002,sa828326,,FA,SP,SP
6627,Steven Jennings,675651,675651,sa3004812,,NYY,RP,RP
6628,Steven Klimek,664784,664784,sa876117,,MIN,RP,RP
6629,Steven Kwan,680757,680757,24610,11315,CLE,OF,OF
6630,Steven Leyton,667351,667351,sa917309,,CIN,SS,SS
6631,Steven Matz,571927,13361,13361,8689,STL,SP,SP
6632,Steven Okert,595345,13580,13580,9290,MIA,SP,SP
6633,Steven Rivas,677004,677004,sa3016857,,LAA,OF,OF
6634,Steven Sensley,642062,642062,sa738492,,FA,OF,OF
6635,Steven Souza Jr.,519306,5667,5667,,FA,OF,OF
6636,Steven Williams,668883,668883,sa3017553,,WSH,C,C
6637,Steven Wilson,621051,621051,20353,11369,SD,RP,RP
6638,Steven Wright,453214,8185,8185,,FA,RP,RP
6639,Steven Zobac,686632,686632,sa3020875,,KC,SP,SP
6640,Stevie Berman,670281,670281,sa873599,,TOR,C,C
6641,Stevie Wilkerson,592859,592859,16041,,FA,2B,2B
6642,Steward Berroa,672642,672642,sa3003276,,TOR,OF,OF
6643,Stir Candelario,680579,680579,sa3005611,,FA,OF,OF
6644,Stiveen Rojas,808164,808164,sa3021775,,STL,SP,SP
6645,Stiven Acevedo,685776,685776,sa3008952,,BAL,OF,OF
6646,Stiven Almanzar,694055,694055,sa3015351,,MIA,RP,RP
6647,Stiven Cruz,691602,691602,sa3015938,,MIL,SP,SP
6648,Stiven Flores,808696,808696,sa3021638,,CHW,C,C
6649,Stone Garrett,656448,656448,19273,11538,WSH,OF,OF
6650,Straton Podaras,668794,668794,sa3017322,,FA,C,C
6651,Stuart Fairchild,656413,656413,20321,10963,CIN,OF,OF
6652,Sulivan Ribeiro,699004,699004,sa3016747,,OAK,SP,SP
6653,T.J. Brock,697813,697813,sa3020079,,TOR,RP,RP
6654,T.J. Hopkins,686759,686759,25482,11801,CIN,OF,OF
6655,T.J. McFarland,519008,3237,3237,8445,BAL,RP,RP
6656,T.J. Rivera,608061,12495,12495,,FA,2B,2B
6657,T.J. Rumfield,681198,681198,sa3017330,,NYY,1B,1B
